,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
725,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Cowpea,0.982,0.41
726,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Chillies,2.799,11.848
727,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Grapes,0.309,6.886
728,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Groundnut,550.794,148.714
730,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Jowar,13.189,4.234
731,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Maize,16.839,42.687
732,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Mesta,0.015,0.106
734,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Onion,1.969,35.214
735,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Papaya,0.374,29.443
736,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Potato,0.015,0.281
737,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Ragi,1.136,1.713
738,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Rice,22.658,68.155
739,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Soyabean,0.044,0.05
740,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sugarcane,0.03,2.456
741,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sunflower,5.066,1.18
742,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Tomato,3.976,113.236
744,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Urad,0.188,0.249
745,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Bajra,0.047,0.028
746,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Brinjal,0.468,11.108
747,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cabbage,0.002,0.025
748,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Castor seed,0.229,0.131
750,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cotton,0.884,1.244
751,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Cowpea,0.234,0.263
752,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Chillies,0.124,0.387
753,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Gram,68.092,38.676
754,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Groundnut,14.957,24.679
756,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Jowar,5.263,1.368
757,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Maize,4.474,31.618
759,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Onion,0.297,6.767
760,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Potato,0.077,1.442
761,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Ragi,0.734,1.122
762,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Rice,6.553,14.377
763,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Safflower,0.31,0.087
764,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Sunflower,3.386,1.642
765,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Sweet potato,0.004,0.044
766,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Tomato,4.191,87.055
767,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Urad,0.042,0.061
768,Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Rice,29.211,82.532
1068,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Bajra,1.456,0.942
1069,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Castor seed,0.297,0.149
1070,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Chillies,0.413,1.104
1071,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Groundnut,87.185,46.47
1073,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Jowar,0.966,0.751
1074,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Maize,0.386,1.378
1075,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Mesta,0.002,0.018
1077,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Onion,0.206,3.454
1078,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Ragi,8.605,7.374
1079,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Rice,17.049,42.52
1080,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Sesamum,0.222,0.057
1081,Andhra Pradesh,CHITTOOR,2006,Kharif     ,Urad,0.144,0.055
1082,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Bajra,0.03,0.019
1083,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Chillies,2.405,8.975
1084,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Groundnut,18.109,52.842
1086,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Jowar,0.029,0.035
1087,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Linseed,0.004,0.001
1088,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Maize,0.788,5.971
1090,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Onion,0.189,4.612
1091,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Ragi,0.917,1.265
1092,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Rice,29.164,85.101
1093,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Sesamum,0.264,0.149
1094,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Urad,0.426,0.333
1095,Andhra Pradesh,CHITTOOR,2006,Rabi       ,Wheat,0.004,0.001
1096,Andhra Pradesh,CHITTOOR,2006,Whole Year ,Banana,0.556,27.205
1098,Andhra Pradesh,CHITTOOR,2006,Whole Year ,Potato,1.429,12.086
1099,Andhra Pradesh,CHITTOOR,2006,Whole Year ,Sugarcane,37.965,3496.956
1100,Andhra Pradesh,CHITTOOR,2006,Whole Year ,Sunflower,5.492,3.852
1101,Andhra Pradesh,CHITTOOR,2006,Whole Year ,Sweet potato,0.246,1.351
1103,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Bajra,2.0,3.0
1104,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Chillies,1.0,1.0
1105,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Groundnut,146.0,246.0
1107,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Jowar,1.0,1.0
1108,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Maize,1.0,3.0
1110,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Ragi,8.0,6.0
1111,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Rice,15.0,42.0
1112,Andhra Pradesh,CHITTOOR,2007,Kharif     ,Sunflower,1.0,
1113,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Chillies,2.0,7.0
1114,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Groundnut,21.0,57.0
1116,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Maize,1.0,4.0
1117,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Ragi,1.0,1.0
1118,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Rice,37.0,116.0
1119,Andhra Pradesh,CHITTOOR,2007,Rabi       ,Sunflower,5.0,6.0
1120,Andhra Pradesh,CHITTOOR,2007,Whole Year ,Sugarcane,30.0,2819.0
1121,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Bajra,1.714,3.286
1122,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Castor seed,0.499,0.376
1123,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Cotton,0.024,0.037
1124,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Chillies,0.514,1.276
1125,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Groundnut,171.653,84.11
1127,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Jowar,1.205,0.812
1128,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Maize,0.843,3.937
1130,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Onion,0.289,4.856
1131,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Ragi,7.179,4.142
1132,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Rice,17.596,46.242
1133,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Sesamum,0.236,0.046
1134,Andhra Pradesh,CHITTOOR,2008,Kharif     ,Urad,0.303,0.11
1135,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Bajra,0.009,0.017
1136,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Chillies,2.5,5.155
1137,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Gram,0.019,0.074
1138,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Groundnut,17.25,46.506
1140,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Maize,0.957,8.45
1142,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Onion,0.171,4.081
1143,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Ragi,0.812,1.522
1144,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Rice,37.927,118.636
1145,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Sesamum,0.329,0.143
1146,Andhra Pradesh,CHITTOOR,2008,Rabi       ,Urad,0.376,0.252
1147,Andhra Pradesh,CHITTOOR,2008,Whole Year ,Banana,0.708,22.39
1149,Andhra Pradesh,CHITTOOR,2008,Whole Year ,Potato,1.374,12.392
1150,Andhra Pradesh,CHITTOOR,2008,Whole Year ,Sugarcane,26.916,2263.88
1151,Andhra Pradesh,CHITTOOR,2008,Whole Year ,Sunflower,3.183,2.015
1152,Andhra Pradesh,CHITTOOR,2008,Whole Year ,Sweet potato,0.11,0.628
1155,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Bajra,2.859,3.336
1156,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Castor seed,0.278,0.138
1157,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Cotton,0.066,0.094
1158,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Chillies,0.591,1.415
1159,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Groundnut,123.097,71.889
1161,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Jowar,1.302,1.413
1162,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Maize,1.326,4.915
1164,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Onion,0.197,3.19
1165,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Ragi,8.37,10.437
1166,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Rice,19.758,56.192
1167,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Sesamum,0.146,0.036
1168,Andhra Pradesh,CHITTOOR,2009,Kharif     ,Urad,0.307,0.091
1169,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Bajra,0.017,0.02
1170,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Chillies,2.297,7.695
1171,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Gram,0.002,0.002
1172,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Groundnut,16.334,58.966
1174,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Maize,0.611,4.466
1176,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Onion,0.163,4.015
1177,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Ragi,0.873,1.913
1178,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Rice,35.155,113.937
1179,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Sesamum,0.557,0.185
1180,Andhra Pradesh,CHITTOOR,2009,Rabi       ,Urad,0.646,0.478
1181,Andhra Pradesh,CHITTOOR,2009,Whole Year ,Banana,0.769,40.826
1183,Andhra Pradesh,CHITTOOR,2009,Whole Year ,Potato,1.402,12.099
1184,Andhra Pradesh,CHITTOOR,2009,Whole Year ,Sugarcane,27.193,2261.081
1185,Andhra Pradesh,CHITTOOR,2009,Whole Year ,Sunflower,3.28,2.647
1186,Andhra Pradesh,CHITTOOR,2009,Whole Year ,Sweet potato,0.226,1.332
1189,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Bajra,3.081,5.882
1190,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Castor seed,0.18,0.158
1191,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Cotton,0.235,0.098
1192,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Groundnut,148.596,159.741
1194,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Jowar,1.357,0.852
1195,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Maize,0.97,4.969
1196,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Mesta,0.002,0.018
1198,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Onion,0.178,3.535
1199,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Ragi,6.849,9.876
1200,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Rice,18.019,53.639
1201,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Sesamum,0.203,0.034
1202,Andhra Pradesh,CHITTOOR,2010,Kharif     ,Urad,0.608,0.257
1203,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Bajra,0.015,0.029
1204,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Chillies,2.034,4.153
1205,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Groundnut,13.361,31.332
1207,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Linseed,0.018,
1208,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Maize,0.539,4.914
1210,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Onion,0.196,5.274
1211,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Ragi,0.847,1.266
1212,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Rice,43.558,131.502
1213,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Sesamum,0.334,0.118
1214,Andhra Pradesh,CHITTOOR,2010,Rabi       ,Urad,1.126,0.601
1215,Andhra Pradesh,CHITTOOR,2010,Whole Year ,Banana,0.923,46.782
1217,Andhra Pradesh,CHITTOOR,2010,Whole Year ,Potato,1.138,10.817
1218,Andhra Pradesh,CHITTOOR,2010,Whole Year ,Sugarcane,27.719,2311.342
1219,Andhra Pradesh,CHITTOOR,2010,Whole Year ,Sunflower,1.048,0.578
1220,Andhra Pradesh,CHITTOOR,2010,Whole Year ,Sweet potato,0.239,3.062
1223,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Bajra,2.353,4.958
1224,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Castor seed,0.175,0.011
1225,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Cotton,0.4,0.065
1226,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Cowpea,1.078,0.347
1227,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Groundnut,132.056,82.799
1229,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Jowar,0.065,0.08
1230,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Maize,0.93,3.084
1232,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Onion,0.18,2.594
1233,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Ragi,6.608,7.203
1234,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Rice,17.342,55.719
1235,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Sesamum,0.088,0.02
1236,Andhra Pradesh,CHITTOOR,2011,Kharif     ,Urad,0.388,0.207
1237,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Bajra,0.002,0.004
1238,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Cowpea,0.009,0.007
1239,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Chillies,1.897,2.474
1240,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Gram,0.002,0.001
1241,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Groundnut,14.103,45.637
1243,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Linseed,0.011,0.002
1244,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Maize,0.877,6.805
1246,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Onion,0.196,4.013
1247,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Ragi,0.693,1.398
1248,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Rice,33.764,113.211
1249,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Sesamum,0.284,0.146
1250,Andhra Pradesh,CHITTOOR,2011,Rabi       ,Urad,2.528,1.772
1251,Andhra Pradesh,CHITTOOR,2011,Whole Year ,Banana,0.886,55.948
1253,Andhra Pradesh,CHITTOOR,2011,Whole Year ,Potato,1.151,15.206
1254,Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sugarcane,28.405,2577.106
1255,Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sunflower,1.342,0.927
1256,Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sweet potato,0.288,3.49
1259,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Bajra,1.681,4.211
1260,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Brinjal,0.875,18.642
1261,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Cabbage,0.106,1.2
1262,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Castor seed,0.192,0.073
1263,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Cotton,0.317,0.405
1264,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Cowpea,0.999,0.276
1265,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Grapes,0.03,0.546
1266,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Groundnut,135.619,86.932
1268,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Jowar,0.041,
1269,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Maize,1.078,4.375
1271,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Onion,0.153,2.921
1272,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Papaya,0.558,60.785
1273,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Potato,0.24,3.618
1274,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Ragi,6.616,5.776
1275,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Rice,12.952,45.241
1276,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Sesamum,0.055,0.013
1277,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Soyabean,0.011,0.02
1278,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Sugarcane,28.106,2491.232
1279,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Sunflower,0.082,0.062
1280,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Sweet potato,0.044,0.503
1281,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Tomato,8.521,143.886
1283,Andhra Pradesh,CHITTOOR,2012,Kharif     ,Urad,0.268,0.253
1284,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Bajra,0.005,0.013
1285,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Brinjal,0.729,15.531
1286,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Cabbage,0.179,2.027
1288,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Cotton,0.226,0.288
1289,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Cowpea,0.019,0.017
1290,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Chillies,1.702,3.877
1291,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Gram,0.017,0.013
1292,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Groundnut,14.61,39.725
1294,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Maize,0.547,3.876
1296,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Onion,0.193,2.745
1297,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Potato,0.845,12.739
1298,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Ragi,0.704,1.05
1299,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Rice,34.557,126.168
1300,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Sesamum,0.347,0.198
1301,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Sunflower,0.812,0.414
1302,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Sweet potato,0.186,2.127
1303,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Tomato,4.908,106.037
1304,Andhra Pradesh,CHITTOOR,2012,Rabi       ,Urad,1.621,1.598
1305,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Bajra,1.789,3.907
1306,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Brinjal,0.919,19.001
1307,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Cabbage,0.114,2.14
1308,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Castor seed,0.228,0.107
1310,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Cotton,0.157,0.391
1311,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Cowpea,1.116,0.317
1312,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Grapes,0.023,0.417
1313,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Groundnut,143.027,142.455
1315,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Jowar,0.012,0.01
1316,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Maize,1.905,7.683
1318,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Onion,0.17,3.201
1319,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Papaya,0.526,13.845
1320,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Ragi,8.006,10.512
1321,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Rice,15.206,48.766
1322,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sesamum,0.02,0.009
1323,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Soyabean,0.011,0.018
1324,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sugarcane,28.152,2562.925
1325,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sunflower,0.066,0.052
1326,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sweet potato,0.057,0.669
1327,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Tomato,8.397,232.496
1329,Andhra Pradesh,CHITTOOR,2013,Kharif     ,Urad,0.365,0.339
1330,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Bajra,0.002,0.004
1331,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Brinjal,0.774,16.003
1332,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cabbage,0.181,3.398
1334,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cotton,0.194,0.483
1335,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cowpea,0.01,0.008
1336,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Chillies,1.751,3.488
1337,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Gram,0.008,0.01
1338,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Groundnut,12.051,32.863
1340,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Maize,1.303,9.713
1342,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Onion,0.253,5.928
1343,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Ragi,0.641,1.14
1344,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Rice,34.654,120.249
1345,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sesamum,0.37,0.134
1346,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sunflower,1.078,0.86
1347,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sweet potato,0.217,2.548
1348,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Tomato,5.199,116.546
1349,Andhra Pradesh,CHITTOOR,2013,Rabi       ,Urad,1.119,0.88
1350,Andhra Pradesh,CHITTOOR,2013,Whole Year ,Banana,0.91,50.203
1351,Andhra Pradesh,CHITTOOR,2013,Whole Year ,Castor seed,0.228,0.107
1353,Andhra Pradesh,CHITTOOR,2013,Whole Year ,Potato,1.297,22.926
1354,Andhra Pradesh,CHITTOOR,2013,Whole Year ,Sweet potato,0.274,3.217
1355,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Bajra,2.071,4.622
1356,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Brinjal,0.924,21.932
1357,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cabbage,0.12,3.491
1358,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Castor seed,0.137,0.078
1360,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cotton,0.308,0.723
1361,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cowpea,0.948,0.289
1362,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Grapes,0.032,0.932
1363,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Groundnut,122.578,72.811
1365,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Jowar,0.023,0.016
1366,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Maize,2.693,8.82
1368,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Onion,0.242,4.443
1369,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Papaya,0.519,13.79
1370,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Potato,0.302,5.186
1371,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Ragi,4.556,3.686
1372,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Rice,13.304,44.462
1373,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sesamum,0.101,0.028
1374,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sugarcane,26.147,2066.986
1375,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sunflower,0.058,0.029
1376,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Tomato,8.139,192.268
1378,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Urad,0.383,0.508
1379,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Bajra,0.001,0.002
1380,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Brinjal,0.785,18.633
1381,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cabbage,0.161,4.684
1383,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cotton,0.545,1.278
1384,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cowpea,0.01,0.011
1385,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Chillies,1.693,5.287
1386,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Gram,0.007,0.007
1387,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Groundnut,8.83,23.002
1389,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Maize,0.984,6.429
1391,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Onion,0.199,4.534
1392,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Potato,0.92,15.799
1393,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Ragi,0.552,0.844
1394,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Rice,27.661,87.962
1395,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sesamum,0.982,0.703
1396,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sunflower,1.31,1.104
1397,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sweet potato,0.2,2.257
1398,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tomato,4.998,126.185
1399,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Urad,1.749,2.52
1400,Andhra Pradesh,CHITTOOR,2014,Whole Year ,Rice,40.965,132.424
1690,Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,Bajra,1.516,0.713
1691,Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,Cotton,9.034,19.397
1692,Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,Chillies,0.978,4.401
