,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
163447,Punjab,MUKTSAR,2004,Kharif     ,Moong(Green Gram),1300.0,1100.0
163448,Punjab,MUKTSAR,2004,Kharif     ,Rice,86000.0,334000.0
163449,Punjab,MUKTSAR,2004,Kharif     ,Sesamum,700.0,300.0
163450,Punjab,MUKTSAR,2004,Rabi       ,Barley,3000.0,10000.0
163451,Punjab,MUKTSAR,2004,Rabi       ,Gram,300.0,300.0
163453,Punjab,MUKTSAR,2004,Rabi       ,Wheat,200000.0,799000.0
163454,Punjab,MUKTSAR,2004,Whole Year ,Guar seed,3900.0,2500.0
163455,Punjab,MUKTSAR,2004,Whole Year ,Sugarcane,1000.0,50000.0
163456,Punjab,MUKTSAR,2005,Kharif     ,Cotton,117000.0,542000.0
163457,Punjab,MUKTSAR,2005,Kharif     ,Moong(Green Gram),900.0,700.0
163458,Punjab,MUKTSAR,2005,Kharif     ,Rice,77000.0,298000.0
163459,Punjab,MUKTSAR,2005,Kharif     ,Sesamum,600.0,200.0
163460,Punjab,MUKTSAR,2005,Rabi       ,Barley,2000.0,6000.0
163461,Punjab,MUKTSAR,2005,Rabi       ,Gram,300.0,300.0
163462,Punjab,MUKTSAR,2005,Rabi       ,Peas & beans (Pulses),100.0,100.0
163464,Punjab,MUKTSAR,2005,Rabi       ,Wheat,200000.0,787000.0
163465,Punjab,MUKTSAR,2005,Whole Year ,Guar seed,3100.0,2300.0
163466,Punjab,MUKTSAR,2005,Whole Year ,Sugarcane,1000.0,51000.0
163467,Punjab,MUKTSAR,2006,Kharif     ,Cotton,131000.0,599000.0
163468,Punjab,MUKTSAR,2006,Kharif     ,Moong(Green Gram),700.0,800.0
163469,Punjab,MUKTSAR,2006,Kharif     ,Rice,68000.0,272000.0
163470,Punjab,MUKTSAR,2006,Kharif     ,Sesamum,400.0,100.0
163471,Punjab,MUKTSAR,2006,Rabi       ,Barley,2000.0,8000.0
163472,Punjab,MUKTSAR,2006,Rabi       ,Gram,200.0,200.0
163473,Punjab,MUKTSAR,2006,Rabi       ,Peas & beans (Pulses),100.0,100.0
163475,Punjab,MUKTSAR,2006,Rabi       ,Wheat,202000.0,854000.0
163476,Punjab,MUKTSAR,2006,Whole Year ,Guar seed,2600.0,2000.0
163477,Punjab,MUKTSAR,2007,Kharif     ,Cotton,128000.0,481000.0
163478,Punjab,MUKTSAR,2007,Kharif     ,Guar seed,21.0,19.0
163479,Punjab,MUKTSAR,2007,Kharif     ,Moong(Green Gram),800.0,800.0
163480,Punjab,MUKTSAR,2007,Kharif     ,Rice,68000.0,283000.0
163481,Punjab,MUKTSAR,2007,Kharif     ,Sesamum,300.0,200.0
163482,Punjab,MUKTSAR,2007,Rabi       ,Barley,2000.0,8000.0
163483,Punjab,MUKTSAR,2007,Rabi       ,Gram,2000.0,2000.0
163485,Punjab,MUKTSAR,2007,Rabi       ,Wheat,202000.0,963000.0
163486,Punjab,MUKTSAR,2008,Kharif     ,Cotton,107000.0,476000.0
163487,Punjab,MUKTSAR,2008,Kharif     ,Guar seed,23.0,20.0
163488,Punjab,MUKTSAR,2008,Kharif     ,Moong(Green Gram),600.0,500.0
163489,Punjab,MUKTSAR,2008,Kharif     ,Rice,95000.0,402000.0
163490,Punjab,MUKTSAR,2008,Kharif     ,Sesamum,300.0,100.0
163491,Punjab,MUKTSAR,2008,Rabi       ,Barley,1000.0,4000.0
163492,Punjab,MUKTSAR,2008,Rabi       ,Gram,2000.0,4000.0
163494,Punjab,MUKTSAR,2008,Rabi       ,Wheat,202000.0,977000.0
163495,Punjab,MUKTSAR,2009,Kharif     ,Cotton,96000.0,391000.0
163496,Punjab,MUKTSAR,2009,Kharif     ,Guar seed,13.0,15.0
163497,Punjab,MUKTSAR,2009,Kharif     ,Moong(Green Gram),300.0,400.0
163498,Punjab,MUKTSAR,2009,Kharif     ,Rice,100000.0,387000.0
163499,Punjab,MUKTSAR,2009,Kharif     ,Sesamum,200.0,100.0
163500,Punjab,MUKTSAR,2009,Rabi       ,Barley,1000.0,4000.0
163501,Punjab,MUKTSAR,2009,Rabi       ,Gram,2000.0,4000.0
163503,Punjab,MUKTSAR,2009,Rabi       ,Wheat,205000.0,950000.0
163504,Punjab,MUKTSAR,2010,Kharif     ,Cotton,90000.0,330000.0
163505,Punjab,MUKTSAR,2010,Kharif     ,Moong(Green Gram),400.0,400.0
163506,Punjab,MUKTSAR,2010,Kharif     ,Rice,111000.0,432000.0
163507,Punjab,MUKTSAR,2010,Kharif     ,Sesamum,200.0,100.0
163508,Punjab,MUKTSAR,2010,Rabi       ,Barley,1000.0,4000.0
163509,Punjab,MUKTSAR,2010,Rabi       ,Gram,100.0,200.0
163511,Punjab,MUKTSAR,2010,Rabi       ,Wheat,192000.0,957000.0
163512,Punjab,MUKTSAR,2010,Whole Year ,Guar seed,1900.0,2300.0
163513,Punjab,MUKTSAR,2011,Kharif     ,Cotton,98000.0,228000.0
163514,Punjab,MUKTSAR,2011,Kharif     ,Guar seed,1000.0,1000.0
163515,Punjab,MUKTSAR,2011,Kharif     ,Moong(Green Gram),4000.0,6000.0
163516,Punjab,MUKTSAR,2011,Kharif     ,Rice,113000.0,402000.0
163517,Punjab,MUKTSAR,2011,Kharif     ,Sesamum,1000.0,1000.0
163518,Punjab,MUKTSAR,2011,Rabi       ,Barley,1000.0,3000.0
163519,Punjab,MUKTSAR,2011,Rabi       ,Gram,1000.0,1000.0
163521,Punjab,MUKTSAR,2011,Rabi       ,Wheat,206000.0,1036000.0
163522,Punjab,MUKTSAR,2012,Kharif     ,Cotton,88000.0,298000.0
163523,Punjab,MUKTSAR,2012,Kharif     ,Guar seed,1900.0,2200.0
163524,Punjab,MUKTSAR,2012,Kharif     ,Moong(Green Gram),300.0,300.0
163525,Punjab,MUKTSAR,2012,Kharif     ,Rice,118000.0,471000.0
163526,Punjab,MUKTSAR,2012,Kharif     ,Sesamum,100.0,
163527,Punjab,MUKTSAR,2012,Rabi       ,Barley,1000.0,4000.0
163528,Punjab,MUKTSAR,2012,Rabi       ,Gram,100.0,100.0
163530,Punjab,MUKTSAR,2012,Rabi       ,Wheat,209000.0,996000.0
163531,Punjab,MUKTSAR,2012,Whole Year ,Guar seed,1800.0,2100.0
163532,Punjab,MUKTSAR,2013,Kharif     ,Bajra,100.0,100.0
163533,Punjab,MUKTSAR,2013,Kharif     ,Cotton,82000.0,264000.0
163534,Punjab,MUKTSAR,2013,Kharif     ,Guar seed,4200.0,2800.0
163535,Punjab,MUKTSAR,2013,Kharif     ,Moong(Green Gram),3000.0,3000.0
163536,Punjab,MUKTSAR,2013,Kharif     ,Rice,115000.0,457000.0
163537,Punjab,MUKTSAR,2013,Kharif     ,Sesamum,1000.0,
163538,Punjab,MUKTSAR,2013,Rabi       ,Barley,1000.0,4000.0
163539,Punjab,MUKTSAR,2013,Rabi       ,Gram,1000.0,1300.0
163541,Punjab,MUKTSAR,2013,Rabi       ,Wheat,209000.0,1058000.0
163542,Punjab,MUKTSAR,2014,Kharif     ,Cotton,66000.0,217000.0
163543,Punjab,MUKTSAR,2014,Kharif     ,Guar seed,2700.0,1700.0
163544,Punjab,MUKTSAR,2014,Kharif     ,Moong(Green Gram),1000.0,1000.0
163545,Punjab,MUKTSAR,2014,Kharif     ,Rice,135000.0,514000.0
163546,Punjab,MUKTSAR,2014,Kharif     ,Sesamum,1000.0,
163547,Punjab,MUKTSAR,2014,Rabi       ,Barley,1000.0,3400.0
163548,Punjab,MUKTSAR,2014,Rabi       ,Gram,1000.0,1100.0
163550,Punjab,MUKTSAR,2014,Rabi       ,Wheat,208000.0,907000.0
163552,Punjab,NAWANSHAHR,1997,Kharif     ,Maize,18000.0,39000.0
163553,Punjab,NAWANSHAHR,1997,Kharif     ,Rice,43000.0,145000.0
163554,Punjab,NAWANSHAHR,1997,Kharif     ,Sesamum,100.0,100.0
163557,Punjab,NAWANSHAHR,1997,Rabi       ,Wheat,57000.0,203000.0
163558,Punjab,NAWANSHAHR,1997,Whole Year ,Sugarcane,13000.0,730000.0
163559,Punjab,NAWANSHAHR,1998,Kharif     ,Maize,18000.0,43000.0
163560,Punjab,NAWANSHAHR,1998,Kharif     ,Rice,46000.0,150000.0
163561,Punjab,NAWANSHAHR,1998,Rabi       ,Barley,3000.0,10000.0
163562,Punjab,NAWANSHAHR,1998,Rabi       ,Linseed,100.0,100.0
163565,Punjab,NAWANSHAHR,1998,Rabi       ,Wheat,257000.0,1161000.0
163566,Punjab,NAWANSHAHR,1998,Whole Year ,Sugarcane,11000.0,630000.0
163567,Punjab,NAWANSHAHR,1999,Kharif     ,Maize,18000.0,46000.0
163568,Punjab,NAWANSHAHR,1999,Kharif     ,Rice,46000.0,160000.0
163569,Punjab,NAWANSHAHR,1999,Kharif     ,Sesamum,100.0,0.0
163570,Punjab,NAWANSHAHR,1999,Rabi       ,Linseed,100.0,100.0
163572,Punjab,NAWANSHAHR,1999,Rabi       ,Peas & beans (Pulses),300.0,100.0
163574,Punjab,NAWANSHAHR,1999,Rabi       ,Wheat,67000.0,308000.0
163575,Punjab,NAWANSHAHR,1999,Whole Year ,Sugarcane,12000.0,700000.0
163577,Punjab,NAWANSHAHR,2000,Kharif     ,Maize,17000.0,53000.0
163578,Punjab,NAWANSHAHR,2000,Kharif     ,Rice,47000.0,158000.0
163579,Punjab,NAWANSHAHR,2000,Kharif     ,Sesamum,100.0,10.0
163580,Punjab,NAWANSHAHR,2000,Rabi       ,Linseed,100.0,100.0
163582,Punjab,NAWANSHAHR,2000,Rabi       ,Wheat,70000.0,312000.0
163583,Punjab,NAWANSHAHR,2000,Whole Year ,Sugarcane,12000.0,760000.0
163584,Punjab,NAWANSHAHR,2001,Kharif     ,Maize,18000.0,51000.0
163585,Punjab,NAWANSHAHR,2001,Kharif     ,Rice,45000.0,143000.0
163586,Punjab,NAWANSHAHR,2001,Kharif     ,Sesamum,100.0,100.0
163587,Punjab,NAWANSHAHR,2001,Rabi       ,Linseed,100.0,100.0
163590,Punjab,NAWANSHAHR,2001,Rabi       ,Wheat,71000.0,324000.0
163591,Punjab,NAWANSHAHR,2001,Whole Year ,Sugarcane,12000.0,720000.0
163592,Punjab,NAWANSHAHR,2002,Kharif     ,Maize,19000.0,38000.0
163593,Punjab,NAWANSHAHR,2002,Kharif     ,Rice,43000.0,151000.0
163594,Punjab,NAWANSHAHR,2002,Kharif     ,Sesamum,200.0,100.0
163597,Punjab,NAWANSHAHR,2002,Rabi       ,Wheat,68000.0,254000.0
163598,Punjab,NAWANSHAHR,2002,Whole Year ,Sugarcane,12000.0,640000.0
163600,Punjab,NAWANSHAHR,2003,Kharif     ,Maize,18000.0,65000.0
163601,Punjab,NAWANSHAHR,2003,Kharif     ,Rice,47000.0,171000.0
163602,Punjab,NAWANSHAHR,2003,Kharif     ,Sesamum,100.0,0.0
163603,Punjab,NAWANSHAHR,2003,Kharif     ,Urad,100.0,100.0
163606,Punjab,NAWANSHAHR,2003,Rabi       ,Sunflower,1000.0,2000.0
163607,Punjab,NAWANSHAHR,2003,Rabi       ,Wheat,75000.0,311000.0
163608,Punjab,NAWANSHAHR,2003,Whole Year ,Sugarcane,10000.0,470000.0
163610,Punjab,NAWANSHAHR,2004,Kharif     ,Maize,18000.0,48000.0
163611,Punjab,NAWANSHAHR,2004,Kharif     ,Moong(Green Gram),100.0,100.0
163612,Punjab,NAWANSHAHR,2004,Kharif     ,Rice,50000.0,199000.0
163613,Punjab,NAWANSHAHR,2004,Rabi       ,Gram,100.0,100.0
163616,Punjab,NAWANSHAHR,2004,Rabi       ,Wheat,76000.0,312000.0
163617,Punjab,NAWANSHAHR,2004,Whole Year ,Sugarcane,7000.0,380000.0
163619,Punjab,NAWANSHAHR,2005,Kharif     ,Maize,17000.0,48000.0
163620,Punjab,NAWANSHAHR,2005,Kharif     ,Rice,49000.0,171000.0
163621,Punjab,NAWANSHAHR,2005,Kharif     ,Sesamum,100.0,100.0
163623,Punjab,NAWANSHAHR,2005,Rabi       ,Wheat,72000.0,303000.0
163624,Punjab,NAWANSHAHR,2005,Whole Year ,Sugarcane,7000.0,380000.0
163626,Punjab,NAWANSHAHR,2006,Kharif     ,Maize,18000.0,68000.0
163627,Punjab,NAWANSHAHR,2006,Kharif     ,Rice,53000.0,209000.0
163628,Punjab,NAWANSHAHR,2006,Rabi       ,Linseed,100.0,
163631,Punjab,NAWANSHAHR,2006,Rabi       ,Wheat,72000.0,300000.0
163632,Punjab,NAWANSHAHR,2007,Kharif     ,Maize,17000.0,74000.0
163633,Punjab,NAWANSHAHR,2007,Kharif     ,Rice,50000.0,194000.0
163636,Punjab,NAWANSHAHR,2007,Rabi       ,Wheat,72000.0,328000.0
163638,Punjab,NAWANSHAHR,2008,Kharif     ,Maize,17000.0,67000.0
163639,Punjab,NAWANSHAHR,2008,Kharif     ,Rice,52000.0,213000.0
163641,Punjab,NAWANSHAHR,2008,Rabi       ,Wheat,76000.0,297000.0
163643,Punjab,NAWANSHAHR,2009,Kharif     ,Maize,16000.0,56000.0
163644,Punjab,NAWANSHAHR,2009,Kharif     ,Rice,56000.0,232000.0
163646,Punjab,NAWANSHAHR,2009,Rabi       ,Wheat,74000.0,316000.0
163647,Punjab,NAWANSHAHR,2009,Whole Year ,Sugarcane,500.0,31000.0
163648,Punjab,NAWANSHAHR,2010,Kharif     ,Maize,14000.0,57000.0
163649,Punjab,NAWANSHAHR,2010,Kharif     ,Rice,58000.0,231000.0
163651,Punjab,NAWANSHAHR,2010,Rabi       ,Wheat,74000.0,348000.0
163652,Punjab,NAWANSHAHR,2011,Kharif     ,Maize,14000.0,55000.0
163653,Punjab,NAWANSHAHR,2011,Kharif     ,Rice,57000.0,226000.0
163654,Punjab,NAWANSHAHR,2011,Rabi       ,Peas & beans (Pulses),1000.0,1000.0
163656,Punjab,NAWANSHAHR,2011,Rabi       ,Wheat,75000.0,387000.0
163657,Punjab,NAWANSHAHR,2011,Whole Year ,Sugarcane,6.0,407000.0
163658,Punjab,NAWANSHAHR,2012,Kharif     ,Maize,14000.0,58000.0
163659,Punjab,NAWANSHAHR,2012,Kharif     ,Rice,57000.0,236000.0
163661,Punjab,NAWANSHAHR,2012,Rabi       ,Sunflower,1000.0,2000.0
163662,Punjab,NAWANSHAHR,2012,Rabi       ,Wheat,80000.0,382000.0
163663,Punjab,NAWANSHAHR,2012,Whole Year ,Sugarcane,5000.0,327000.0
163664,Punjab,NAWANSHAHR,2013,Kharif     ,Guar seed,100.0,100.0
163665,Punjab,NAWANSHAHR,2013,Kharif     ,Maize,12000.0,50000.0
163666,Punjab,NAWANSHAHR,2013,Kharif     ,Rice,56000.0,202000.0
163667,Punjab,NAWANSHAHR,2013,Rabi       ,Peas & beans (Pulses),1000.0,1700.0
163669,Punjab,NAWANSHAHR,2013,Rabi       ,Wheat,75000.0,371000.0
163670,Punjab,NAWANSHAHR,2013,Whole Year ,Sugarcane,6000.0,401000.0
163671,Punjab,NAWANSHAHR,2014,Kharif     ,Guar seed,100.0,100.0
163672,Punjab,NAWANSHAHR,2014,Kharif     ,Maize,10000.0,44000.0
163673,Punjab,NAWANSHAHR,2014,Kharif     ,Rice,57000.0,226000.0
163674,Punjab,NAWANSHAHR,2014,Rabi       ,Peas & beans (Pulses),1000.0,1200.0
163676,Punjab,NAWANSHAHR,2014,Rabi       ,Wheat,76000.0,282000.0
163677,Punjab,NAWANSHAHR,2014,Whole Year ,Sugarcane,6000.0,395000.0
163678,Punjab,PATHANKOT,2011,Whole Year ,Sugarcane,4.0,298000.0
163679,Punjab,PATHANKOT,2012,Kharif     ,Maize,9000.0,24000.0
163680,Punjab,PATHANKOT,2012,Kharif     ,Rice,27000.0,76000.0
163681,Punjab,PATHANKOT,2012,Kharif     ,Sesamum,500.0,200.0
163682,Punjab,PATHANKOT,2012,Kharif     ,Urad,1200.0,500.0
163683,Punjab,PATHANKOT,2012,Rabi       ,Barley,1000.0,3000.0
163684,Punjab,PATHANKOT,2012,Rabi       ,Gram,100.0,100.0
163687,Punjab,PATHANKOT,2012,Rabi       ,Wheat,42000.0,173000.0
163688,Punjab,PATHANKOT,2012,Whole Year ,Sugarcane,4000.0,297000.0
163689,Punjab,PATHANKOT,2013,Kharif     ,Maize,9000.0,28000.0
163690,Punjab,PATHANKOT,2013,Kharif     ,Rice,29000.0,78000.0
163691,Punjab,PATHANKOT,2013,Kharif     ,Sesamum,6000.0,3000.0
163692,Punjab,PATHANKOT,2013,Kharif     ,Urad,13000.0,6100.0
163695,Punjab,PATHANKOT,2013,Rabi       ,Wheat,42000.0,167000.0
163696,Punjab,PATHANKOT,2013,Whole Year ,Sugarcane,4000.0,234000.0
163697,Punjab,PATHANKOT,2014,Kharif     ,Maize,8000.0,18000.0
163698,Punjab,PATHANKOT,2014,Kharif     ,Rice,29000.0,72000.0
163699,Punjab,PATHANKOT,2014,Kharif     ,Sesamum,4000.0,2000.0
163700,Punjab,PATHANKOT,2014,Kharif     ,Urad,12000.0,6700.0
163702,Punjab,PATHANKOT,2014,Rabi       ,Wheat,42000.0,115000.0
163703,Punjab,PATHANKOT,2014,Whole Year ,Sugarcane,4000.0,253000.0
163705,Punjab,PATIALA,1997,Kharif     ,Maize,8000.0,15000.0
163706,Punjab,PATIALA,1997,Kharif     ,Rice,240000.0,792000.0
163707,Punjab,PATIALA,1997,Kharif     ,Urad,200.0,100.0
163708,Punjab,PATIALA,1997,Rabi       ,Barley,2000.0,7000.0
163709,Punjab,PATIALA,1997,Rabi       ,Gram,200.0,200.0
163712,Punjab,PATIALA,1997,Rabi       ,Wheat,253000.0,1026000.0
163713,Punjab,PATIALA,1997,Whole Year ,Cotton,1000.0,2000.0
163714,Punjab,PATIALA,1997,Whole Year ,Moong(Green Gram),400.0,200.0
163715,Punjab,PATIALA,1997,Whole Year ,Sugarcane,5000.0,270000.0
163717,Punjab,PATIALA,1998,Kharif     ,Cotton,1000.0,1000.0
163718,Punjab,PATIALA,1998,Kharif     ,Maize,6000.0,14000.0
163719,Punjab,PATIALA,1998,Kharif     ,Moong(Green Gram),300.0,200.0
163720,Punjab,PATIALA,1998,Kharif     ,Rice,246000.0,772000.0
163721,Punjab,PATIALA,1998,Kharif     ,Urad,200.0,100.0
163722,Punjab,PATIALA,1998,Rabi       ,Barley,6000.0,21000.0
163723,Punjab,PATIALA,1998,Rabi       ,Gram,200.0,200.0
163725,Punjab,PATIALA,1998,Rabi       ,Peas & beans (Pulses),1500.0,1500.0
163727,Punjab,PATIALA,1998,Rabi       ,Wheat,393000.0,1749000.0
163728,Punjab,PATIALA,1998,Whole Year ,Sugarcane,3000.0,170000.0
163730,Punjab,PATIALA,1999,Kharif     ,Cotton,1000.0,1000.0
163731,Punjab,PATIALA,1999,Kharif     ,Maize,5000.0,15000.0
163732,Punjab,PATIALA,1999,Kharif     ,Moong(Green Gram),200.0,100.0
163733,Punjab,PATIALA,1999,Kharif     ,Rice,250000.0,812000.0
163734,Punjab,PATIALA,1999,Kharif     ,Urad,100.0,10.0
163735,Punjab,PATIALA,1999,Rabi       ,Barley,2000.0,5000.0
163736,Punjab,PATIALA,1999,Rabi       ,Gram,100.0,100.0
163738,Punjab,PATIALA,1999,Rabi       ,Peas & beans (Pulses),1100.0,900.0
163740,Punjab,PATIALA,1999,Rabi       ,Wheat,264000.0,1267000.0
163741,Punjab,PATIALA,1999,Whole Year ,Sugarcane,3000.0,180000.0
163743,Punjab,PATIALA,2000,Kharif     ,Cotton,1000.0,2000.0
163744,Punjab,PATIALA,2000,Kharif     ,Maize,6000.0,17000.0
163745,Punjab,PATIALA,2000,Kharif     ,Moong(Green Gram),300.0,200.0
163746,Punjab,PATIALA,2000,Kharif     ,Rice,255000.0,854000.0
163747,Punjab,PATIALA,2000,Rabi       ,Barley,2000.0,7000.0
163748,Punjab,PATIALA,2000,Rabi       ,Gram,200.0,200.0
163751,Punjab,PATIALA,2000,Rabi       ,Wheat,261000.0,1191000.0
163752,Punjab,PATIALA,2000,Whole Year ,Sugarcane,3000.0,220000.0
163754,Punjab,PATIALA,2001,Kharif     ,Cotton,1000.0,2000.0
163755,Punjab,PATIALA,2001,Kharif     ,Maize,5000.0,11000.0
163756,Punjab,PATIALA,2001,Kharif     ,Moong(Green Gram),300.0,100.0
163757,Punjab,PATIALA,2001,Kharif     ,Rice,252000.0,908000.0
163758,Punjab,PATIALA,2001,Rabi       ,Barley,2000.0,9000.0
163759,Punjab,PATIALA,2001,Rabi       ,Gram,200.0,200.0
163762,Punjab,PATIALA,2001,Rabi       ,Wheat,265000.0,1310000.0
163763,Punjab,PATIALA,2001,Whole Year ,Sugarcane,4000.0,280000.0
163765,Punjab,PATIALA,2002,Kharif     ,Cotton,1000.0,2000.0
163766,Punjab,PATIALA,2002,Kharif     ,Maize,4000.0,6000.0
163767,Punjab,PATIALA,2002,Kharif     ,Moong(Green Gram),200.0,100.0
163768,Punjab,PATIALA,2002,Kharif     ,Rice,237000.0,818000.0
163769,Punjab,PATIALA,2002,Kharif     ,Urad,100.0,100.0
163770,Punjab,PATIALA,2002,Rabi       ,Barley,2000.0,7000.0
163771,Punjab,PATIALA,2002,Rabi       ,Gram,200.0,200.0
163774,Punjab,PATIALA,2002,Rabi       ,Wheat,265000.0,1184000.0
163775,Punjab,PATIALA,2002,Whole Year ,Sugarcane,5000.0,330000.0
163777,Punjab,PATIALA,2003,Kharif     ,Cotton,1000.0,3000.0
163778,Punjab,PATIALA,2003,Kharif     ,Maize,5000.0,14000.0
163779,Punjab,PATIALA,2003,Kharif     ,Moong(Green Gram),300.0,200.0
163780,Punjab,PATIALA,2003,Kharif     ,Rice,246000.0,950000.0
163781,Punjab,PATIALA,2003,Kharif     ,Urad,100.0,100.0
163782,Punjab,PATIALA,2003,Rabi       ,Barley,2000.0,6000.0
163783,Punjab,PATIALA,2003,Rabi       ,Gram,100.0,100.0
163786,Punjab,PATIALA,2003,Rabi       ,Sunflower,2000.0,3000.0
163787,Punjab,PATIALA,2003,Rabi       ,Wheat,266000.0,1095000.0
163788,Punjab,PATIALA,2003,Whole Year ,Sugarcane,4000.0,240000.0
163790,Punjab,PATIALA,2004,Kharif     ,Cotton,1000.0,3000.0
163791,Punjab,PATIALA,2004,Kharif     ,Maize,4000.0,9000.0
163792,Punjab,PATIALA,2004,Kharif     ,Moong(Green Gram),200.0,100.0
163793,Punjab,PATIALA,2004,Kharif     ,Rice,250000.0,965000.0
163794,Punjab,PATIALA,2004,Kharif     ,Urad,100.0,100.0
163795,Punjab,PATIALA,2004,Rabi       ,Barley,1000.0,4000.0
163796,Punjab,PATIALA,2004,Rabi       ,Gram,100.0,100.0
163799,Punjab,PATIALA,2004,Rabi       ,Wheat,266000.0,1197000.0
163800,Punjab,PATIALA,2004,Whole Year ,Guar seed,100.0,100.0
163801,Punjab,PATIALA,2004,Whole Year ,Sugarcane,2000.0,120000.0
163803,Punjab,PATIALA,2005,Kharif     ,Cotton,1000.0,3000.0
163804,Punjab,PATIALA,2005,Kharif     ,Maize,4000.0,9000.0
163805,Punjab,PATIALA,2005,Kharif     ,Moong(Green Gram),200.0,200.0
163806,Punjab,PATIALA,2005,Kharif     ,Rice,252000.0,996000.0
163807,Punjab,PATIALA,2005,Kharif     ,Urad,100.0,100.0
163808,Punjab,PATIALA,2005,Rabi       ,Barley,1000.0,4000.0
163809,Punjab,PATIALA,2005,Rabi       ,Gram,100.0,100.0
163811,Punjab,PATIALA,2005,Rabi       ,Peas & beans (Pulses),1400.0,1800.0
163813,Punjab,PATIALA,2005,Rabi       ,Wheat,262000.0,1109000.0
163814,Punjab,PATIALA,2005,Whole Year ,Sugarcane,1000.0,70000.0
163816,Punjab,PATIALA,2006,Kharif     ,Cotton,1000.0,3000.0
163817,Punjab,PATIALA,2006,Kharif     ,Maize,2000.0,5000.0
163818,Punjab,PATIALA,2006,Kharif     ,Moong(Green Gram),200.0,200.0
163819,Punjab,PATIALA,2006,Kharif     ,Rice,237000.0,989000.0
163820,Punjab,PATIALA,2006,Rabi       ,Barley,1000.0,3000.0
163821,Punjab,PATIALA,2006,Rabi       ,Gram,100.0,100.0
163823,Punjab,PATIALA,2006,Rabi       ,Peas & beans (Pulses),1200.0,1500.0
163825,Punjab,PATIALA,2006,Rabi       ,Wheat,244000.0,1126000.0
163827,Punjab,PATIALA,2007,Kharif     ,Cotton,1000.0,4000.0
163828,Punjab,PATIALA,2007,Kharif     ,Maize,2000.0,7000.0
163829,Punjab,PATIALA,2007,Kharif     ,Moong(Green Gram),100.0,100.0
163830,Punjab,PATIALA,2007,Kharif     ,Rice,234000.0,999000.0
163831,Punjab,PATIALA,2007,Rabi       ,Barley,1000.0,4000.0
163833,Punjab,PATIALA,2007,Rabi       ,Wheat,240000.0,1133000.0
163835,Punjab,PATIALA,2008,Kharif     ,Cotton,1000.0,4000.0
163836,Punjab,PATIALA,2008,Kharif     ,Maize,2000.0,6000.0
163837,Punjab,PATIALA,2008,Kharif     ,Moong(Green Gram),100.0,100.0
163838,Punjab,PATIALA,2008,Kharif     ,Rice,238000.0,1009000.0
163839,Punjab,PATIALA,2008,Kharif     ,Urad,100.0,
163840,Punjab,PATIALA,2008,Rabi       ,Barley,1000.0,4000.0
163841,Punjab,PATIALA,2008,Rabi       ,Peas & beans (Pulses),12000.0,15000.0
163843,Punjab,PATIALA,2008,Rabi       ,Wheat,242000.0,1137000.0
163845,Punjab,PATIALA,2009,Kharif     ,Cotton,1000.0,4000.0
163846,Punjab,PATIALA,2009,Kharif     ,Maize,1000.0,3000.0
163847,Punjab,PATIALA,2009,Kharif     ,Rice,240000.0,1021000.0
163848,Punjab,PATIALA,2009,Rabi       ,Barley,1000.0,4000.0
163849,Punjab,PATIALA,2009,Rabi       ,Peas & beans (Pulses),600.0,700.0
163850,Punjab,PATIALA,2009,Rabi       ,Wheat,235000.0,1063000.0
163851,Punjab,PATIALA,2009,Whole Year ,Sugarcane,100.0,8000.0
163852,Punjab,PATIALA,2010,Kharif     ,Cotton,1000.0,3000.0
163853,Punjab,PATIALA,2010,Kharif     ,Maize,1000.0,3000.0
163854,Punjab,PATIALA,2010,Kharif     ,Rice,234000.0,873000.0
163855,Punjab,PATIALA,2010,Rabi       ,Barley,1000.0,4000.0
163857,Punjab,PATIALA,2010,Rabi       ,Peas & beans (Pulses),1400.0,1800.0
163859,Punjab,PATIALA,2010,Rabi       ,Wheat,236000.0,1141000.0
163860,Punjab,PATIALA,2011,Kharif     ,Cotton,1000.0,3000.0
163861,Punjab,PATIALA,2011,Kharif     ,Maize,1000.0,6000.0
163862,Punjab,PATIALA,2011,Kharif     ,Rice,234000.0,903000.0
163863,Punjab,PATIALA,2011,Rabi       ,Barley,1000.0,5000.0
163864,Punjab,PATIALA,2011,Rabi       ,Peas & beans (Pulses),14000.0,18000.0
163865,Punjab,PATIALA,2011,Rabi       ,Wheat,237000.0,1297000.0
163866,Punjab,PATIALA,2011,Whole Year ,Sugarcane,3.0,264000.0
163868,Punjab,PATIALA,2012,Kharif     ,Cotton,1000.0,3000.0
163869,Punjab,PATIALA,2012,Kharif     ,Maize,1000.0,4000.0
163870,Punjab,PATIALA,2012,Kharif     ,Rice,233000.0,922000.0
163871,Punjab,PATIALA,2012,Rabi       ,Peas & beans (Pulses),600.0,800.0
163873,Punjab,PATIALA,2012,Rabi       ,Sunflower,1000.0,1600.0
163874,Punjab,PATIALA,2012,Rabi       ,Wheat,234000.0,1123000.0
163875,Punjab,PATIALA,2012,Whole Year ,Sugarcane,2000.0,184000.0
163876,Punjab,PATIALA,2013,Kharif     ,Maize,1000.0,5000.0
163877,Punjab,PATIALA,2013,Kharif     ,Rice,231000.0,959000.0
163878,Punjab,PATIALA,2013,Rabi       ,Barley,1000.0,4000.0
